area,ciudad,conglomerado,panelm,vivienda,hogar,vi01,vi02,vi03a,vi03b,vi04a,vi04b,vi05a,vi05b,vi06,vi07,vi07a,vi07b,vi08,vi09,vi09a,vi09b,vi10,vi101,vi102,vi10a,vi11,vi12,vi13,vi14,vi141,vi142,vi143,vi144,vi1511,vi1521,vi1512,vi1522,vi1531,vi1541,vi1532,vi1542,vi1533,vi1543,vi1534,vi1544,vi1535,vi1545,vi1536,vi1546,estrato,fexp,upm,id_vivienda,id_hogar,periodo,provincia,area_etiqueta,grupo_cuartos,grupo_dormitorios
2,110156,105,81,1,1,1,2,1,2,2,2,1,2,4,3,1,1,1,1, , ,1, , ,1,1,1,2,4,200, , , ,1,1,2, ,2, ,2, ,2, ,1,80,2, ,2, ,1123,"188,636365726666",110156000105,11015600010508101,110156000105081011,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110156,105,81,3,1,1,2,1,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,5,150, , , ,1,1,1,1,2, ,2, ,2, ,1,130,2, ,2, ,1123,"188,636365726666",110156000105,11015600010508103,110156000105081031,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110156,105,81,4,1,1,2,4,2,1,2,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,250, , , ,2, ,2, , , , , , , , , , , , , ,1123,"188,636365726666",110156000105,11015600010508104,110156000105081041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110156,105,81,6,1,1,1,4,3,4,1,3,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,5,200, , , ,2, ,2, , , , , , , , , , , , , ,1123,"188,636365726666",110156000105,11015600010508106,110156000105081061,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110156,105,81,7,1,1,1,3,2,4,2,4,1,2,1,0,1,1,1, , ,1, , ,2,1,1,2,1,200,2,2,2,2, ,2, , , , , , , , , , , , , ,1123,"188,636365726666",110156000105,11015600010508107,110156000105081071,202602,11,Rural,1-2 cuartos,4 o más dormitorios
2,110156,105,81,8,1,1,1,4,1,4,1,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,4,200, , , ,2, ,2, , , , , , , , , , , , , ,1123,"188,636365726666",110156000105,11015600010508108,110156000105081081,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110156,105,81,9,1,1,2,1,1,2,1,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,1,120,2,2,1,2, ,2, , , , , , , , , , , , , ,1123,"188,636365726666",110156000105,11015600010508109,110156000105081091,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110156,901401,81,1,1,3,2,4,1,5,1,3,1,7,5,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"324,836169318848",110156901401,11015690140108101,110156901401081011,202602,11,Rural,5 o más cuartos,3 dormitorios
2,110156,901401,81,2,1,4,1,4,3,7,3,3,3,3,2,0,1,1,2, , ,1, , ,1,2,1,4,5,150, , , ,2, ,2, , , , , , , , , , , , , ,1122,"324,836169318848",110156901401,11015690140108102,110156901401081021,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110156,901401,81,4,1,3,1,1,2,2,2,1,2,5,4,0,1,1,1, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1122,"324,836169318848",110156901401,11015690140108104,110156901401081041,202602,11,Rural,5 o más cuartos,1 dormitorio
2,110156,901401,81,5,1,3,1,4,3,2,3,3,3,4,3,0,1,1,1, , ,1, , ,1,1,1,4,4,60, , , ,2, ,2, , , , , , , , , , , , , ,1122,"324,836169318848",110156901401,11015690140108105,110156901401081051,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110156,901401,81,6,1,3,1,2,2,4,2,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1122,"324,836169318848",110156901401,11015690140108106,110156901401081061,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110156,901401,81,7,1,3,3,4,3,4,3,3,3,3,2,0,1,1,1, , ,1, , ,1,2,1,2,4,200, , , ,2, ,2, , , , , , , , , , , , , ,1122,"324,836169318848",110156901401,11015690140108107,110156901401081071,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110156,901401,81,8,1,3,1,3,2,4,2,1,2,3,2,0,1,1,2, , ,1, , ,1,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1122,"324,836169318848",110156901401,11015690140108108,110156901401081081,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110157,900801,75,1,1,4,1,4,2,5,2,3,2,3,2,0,1,1,2, , ,1, , ,1,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1122,"147,538389178543",110157900801,11015790080107501,110157900801075011,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110157,900801,75,2,1,3,1,4,2,7,3,3,2,3,2,0,1,1,2, , ,1, , ,1,1,1,2,4,100, , , ,2, ,1,1,2, ,2, ,2, ,1,5,2, ,2, ,1122,"147,538389178543",110157900801,11015790080107502,110157900801075021,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110157,900801,75,3,1,3,1,4,1,5,2,5,2,4,3,0,1,2,2, , ,1, , ,1,1,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"147,538389178543",110157900801,11015790080107503,110157900801075031,202602,11,Rural,3-4 cuartos,4 o más dormitorios
2,110157,900801,75,4,1,4,1,2,2,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"147,538389178543",110157900801,11015790080107504,110157900801075041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110157,900801,75,5,1,4,1,4,2,7,3,3,2,1,1,0,1,2,5,2, ,1, , ,2,3,1,4,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1122,"147,538389178543",110157900801,11015790080107505,110157900801075051,202602,11,Rural,1-2 cuartos,3 dormitorios
2,110157,900801,75,6,1,4,1,4,2,1,2,3,2,3,1,0,1,1,2, , ,1, , ,1,1,1,2,5,100, , , ,1,1,2, ,2, ,2, ,2, ,1,80,2, ,2, ,1122,"147,538389178543",110157900801,11015790080107506,110157900801075061,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110157,900801,75,7,1,3,1,2,1,5,2,1,1,4,3,0,1,1,2, , ,1, , ,1,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1122,"147,538389178543",110157900801,11015790080107507,110157900801075071,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110160,900401,75,1,1,1,1,4,3,4,3,1,2,4,3,0,1,1,2, , ,1, , ,2,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"439,930644563959",110160900401,11016090040107501,110160900401075011,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110160,900401,75,2,1,1,1,2,2,2,1,1,1,4,3,0,1,1,2, , ,1, , ,1,1,1,4,5,80, , , ,2, ,2, , , , , , , , , , , , , ,1121,"439,930644563959",110160900401,11016090040107502,110160900401075021,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110160,900401,75,3,1,4,1,2,3,5,2,1,2,3,2,0,1,1,2, , ,3,2,2,1,1,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"439,930644563959",110160900401,11016090040107503,110160900401075031,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110160,900401,75,4,1,1,1,3,1,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"439,930644563959",110160900401,11016090040107504,110160900401075041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110160,900401,75,5,1,4,1,4,3,5,3,3,3,2,2,0,1,2,2, , ,6, , ,2,1,1,4,5,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"439,930644563959",110160900401,11016090040107505,110160900401075051,202602,11,Rural,1-2 cuartos,3 dormitorios
2,110160,900401,75,6,1,4,1,4,3,5,2,3,2,4,3,0,1,1,2, , ,3,2,2,2,1,1,4,5,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"439,930644563959",110160900401,11016090040107506,110160900401075061,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110160,900401,75,7,1,3,1,2,2,4,2,3,2,3,2,0,1,1,2, , ,1, , ,1,1,1,4,4,100, , , ,2, ,1,1,2, ,1,10,2, ,2, ,2, ,2, ,1121,"439,930644563959",110160900401,11016090040107507,110160900401075071,202602,11,Rural,3-4 cuartos,3 dormitorios
1,110161,101,75,1,1,1,1,2,3,1,2,3,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,5,150, , , ,2, ,2, , , , , , , , , , , , , ,1111,"95,1234151985732",110161000101,11016100010107501,110161000101075011,202602,11,Urbana,3-4 cuartos,3 dormitorios
1,110161,101,75,2,1,1,1,4,2,4,2,1,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,1,200,2,2,2,2, ,1,1,2, ,2, ,2, ,1,30,2, ,2, ,1111,"95,1234151985732",110161000101,11016100010107502,110161000101075021,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110161,101,75,3,1,1,2,2,2,4,2,1,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,5,250, , , ,2, ,2, , , , , , , , , , , , , ,1111,"95,1234151985732",110161000101,11016100010107503,110161000101075031,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110161,101,75,4,1,1,2,1,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,350, , , ,1,2,2, ,2, ,2, ,2, ,1,60,2, ,2, ,1111,"95,1234151985732",110161000101,11016100010107504,110161000101075041,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110161,101,75,5,1,1,2,1,3,2,1,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,300, , , ,2, ,2, , , , , , , , , , , , , ,1111,"95,1234151985732",110161000101,11016100010107505,110161000101075051,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110161,101,75,6,1,1,2,1,1,4,1,1,1,5,4,1,1,1,1, , ,1, , ,1,1,1,2,4,300, , , ,2, ,2, , , , , , , , , , , , , ,1111,"95,1234151985732",110161000101,11016100010107506,110161000101075061,202602,11,Urbana,5 o más cuartos,1 dormitorio
1,110161,101,75,7,1,1,2,1,1,1,1,1,1,5,4,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1111,"95,1234151985732",110161000101,11016100010107507,110161000101075071,202602,11,Urbana,5 o más cuartos,1 dormitorio
2,110161,900702,55,1,1,3,2,1,2,2,2,1,2,3,2,0,1,1,2, , ,1, , ,1,1,1,2,1,100,2,2,1,2, ,2, , , , , , , , , , , , , ,1123,"280,728982411828",110161900702,11016190070205501,110161900702055011,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110161,900702,55,2,1,1,1,4,1,4,2,3,2,6,5,0,1,1,2, , ,1, , ,1,1,1,2,4,150, , , ,1,1,2, ,2, ,2, ,2, ,1,40,2, ,2, ,1123,"280,728982411828",110161900702,11016190070205502,110161900702055021,202602,11,Rural,5 o más cuartos,3 dormitorios
2,110161,900702,55,3,1,3,1,2,1,2,1,1,1,2,1,0,1,1,2, , ,1, , ,1,1,1,2,4,200, , , ,2, ,2, , , , , , , , , , , , , ,1123,"280,728982411828",110161900702,11016190070205503,110161900702055031,202602,11,Rural,1-2 cuartos,1 dormitorio
2,110161,900702,55,4,1,3,1,2,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,200, , , ,1,1,2, ,2, ,2, ,2, ,1,150,2, ,2, ,1123,"280,728982411828",110161900702,11016190070205504,110161900702055041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110161,900702,55,5,1,3,2,1,2,4,2,1,2,3,2,0,1,1,2, , ,1, , ,1,1,1,2,5,100, , , ,2, ,2, , , , , , , , , , , , , ,1123,"280,728982411828",110161900702,11016190070205505,110161900702055051,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110161,900702,55,6,1,3,1,2,2,4,2,1,1,5,4,0,1,1,2, , ,1, , ,1,1,1,2,4,150, , , ,1,1,1,1,2, ,2, ,2, ,1,80,2, ,2, ,1123,"280,728982411828",110161900702,11016190070205506,110161900702055061,202602,11,Rural,5 o más cuartos,1 dormitorio
2,110161,900702,55,7,1,3,1,4,1,4,1,3,1,5,5,0,1,1,2, , ,3,2,2,1,1,1,2,4,200, , , ,2, ,2, , , , , , , , , , , , , ,1123,"280,728982411828",110161900702,11016190070205507,110161900702055071,202602,11,Rural,5 o más cuartos,3 dormitorios
1,110250,302,63,1,1,1,1,3,1,4,2,1,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1112,"104,565625170862",110250000302,11025000030206301,110250000302063011,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,302,63,2,1,1,1,1,1,4,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,180, , , ,1,1,2, ,2, ,2, ,1,40,2, ,2, ,2, ,1112,"104,565625170862",110250000302,11025000030206302,110250000302063021,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,302,63,3,1,1,2,2,1,2,1,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,1,100,2,2,2,2, ,2, , , , , , , , , , , , , ,1112,"104,565625170862",110250000302,11025000030206303,110250000302063031,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,302,63,4,1,1,2,1,2,1,1,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,1,200,2,2,2,2, ,2, , , , , , , , , , , , , ,1112,"104,565625170862",110250000302,11025000030206304,110250000302063041,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,302,63,5,1,1,2,1,1,1,1,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,3,200, , , ,1,1,2, ,2, ,2, ,2, ,1,50,2, ,2, ,1112,"104,565625170862",110250000302,11025000030206305,110250000302063051,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,302,63,6,1,1,2,1,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,1,160,2,2,2,2, ,1,1,2, ,2, ,2, ,1,14,2, ,2, ,1112,"104,565625170862",110250000302,11025000030206306,110250000302063061,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,302,63,7,1,1,2,1,2,2,2,1,1,2,2,0,1,1,1, , ,1, , ,1,1,1,2,1,80,2,2,2,2, ,2, , , , , , , , , , , , , ,1112,"104,565625170862",110250000302,11025000030206307,110250000302063071,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110250,1003,55,1,1,1,2,6,2,2,1,1,1,2,2,0,1,1,1, , ,1, , ,1,1,1,2,1,70,2,2,2,2, ,2, , , , , , , , , , , , , ,1112,"296,010302705383",110250001003,11025000100305501,110250001003055011,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110250,1003,55,2,1,1,2,1,2,4,2,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,1,100,2,2,2,2, ,2, , , , , , , , , , , , , ,1112,"296,010302705383",110250001003,11025000100305502,110250001003055021,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,1003,55,3,1,1,1,1,1,2,1,1,1,4,2,0,1,1,1, , ,1, , ,1,1,1,2,5,150, , , ,1,1,2, ,2, ,2, ,2, ,1,40,2, ,2, ,1112,"296,010302705383",110250001003,11025000100305503,110250001003055031,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,1003,55,4,1,1,1,2,3,4,3,3,3,3,2,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1112,"296,010302705383",110250001003,11025000100305504,110250001003055041,202602,11,Urbana,3-4 cuartos,3 dormitorios
1,110250,1003,55,5,1,1,2,1,2,4,2,1,1,3,1,0,1,1,1, , ,1, , ,1,1,1,2,4,200, , , ,1,1,2, ,2, ,2, ,2, ,1,40,2, ,2, ,1112,"296,010302705383",110250001003,11025000100305505,110250001003055051,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,1003,55,7,1,1,2,1,1,2,2,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,1,140,1,1,2,1,1,2, ,2, ,2, ,1,0,2, ,2, ,2, ,1112,"296,010302705383",110250001003,11025000100305507,110250001003055071,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,1003,55,8,1,1,1,1,1,1,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,1,280,1,1,1,2, ,2, , , , , , , , , , , , , ,1112,"296,010302705383",110250001003,11025000100305508,110250001003055081,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,1404,63,1,1,1,1,1,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,5,120, , , ,2, ,2, , , , , , , , , , , , , ,1111,"116,405678781126",110250001404,11025000140406301,110250001404063011,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,1404,63,2,1,1,1,1,1,4,2,1,1,8,5,0,1,1,1, , ,1, , ,1,1,1,2,4,200, , , ,2, ,2, , , , , , , , , , , , , ,1111,"116,405678781126",110250001404,11025000140406302,110250001404063021,202602,11,Urbana,5 o más cuartos,1 dormitorio
1,110250,1404,63,4,1,1,3,1,1,4,2,1,1,2,1,0,1,1,1, , ,1, , ,1,2,1,2,1,70,2,2,1,2, ,2, , , , , , , , , , , , , ,1111,"116,405678781126",110250001404,11025000140406304,110250001404063041,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110250,1404,63,5,1,1,2,1,1,1,1,1,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,1,120,2,2,2,2, ,2, , , , , , , , , , , , , ,1111,"116,405678781126",110250001404,11025000140406305,110250001404063051,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,1404,63,6,1,1,3,2,2,2,2,1,1,1,0,0,2,1,1, , ,1, , ,2,2,1,2,1,45,1,1,2,2, ,2, , , , , , , , , , , , , ,1111,"116,405678781126",110250001404,11025000140406306,110250001404063061,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110250,1404,63,7,1,1,1,3,1,2,1,1,1,7,5,0,1,1,1, , ,1, , ,1,1,1,2,4,500, , , ,1,1,2, ,2, ,2, ,1,40,2, ,2, ,2, ,1111,"116,405678781126",110250001404,11025000140406307,110250001404063071,202602,11,Urbana,5 o más cuartos,1 dormitorio
1,110250,1404,63,8,1,1,1,2,2,4,1,3,1,4,2,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1111,"116,405678781126",110250001404,11025000140406308,110250001404063081,202602,11,Urbana,3-4 cuartos,3 dormitorios
1,110250,2006,81,1,1,1,4,2,2,5,2,1,1,2,1,0,1,1,1, , ,1, , ,1,1,1,2,4,80, , , ,2, ,2, , , , , , , , , , , , , ,1112,"244,503856837778",110250002006,11025000200608101,110250002006081011,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110250,2006,81,2,1,1,2,1,2,2,2,1,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,5,100, , , ,2, ,2, , , , , , , , , , , , , ,1112,"244,503856837778",110250002006,11025000200608102,110250002006081021,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,2006,81,3,1,1,1,3,1,2,1,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,3,180, , , ,1,1,2, ,2, ,2, ,2, ,1,70,2, ,2, ,1112,"244,503856837778",110250002006,11025000200608103,110250002006081031,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,2006,81,4,1,1,1,2,3,2,2,1,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1112,"244,503856837778",110250002006,11025000200608104,110250002006081041,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110250,2006,81,6,1,1,1,1,2,2,1,1,1,5,3,0,1,1,1, , ,1, , ,1,1,1,2,4,150, , , ,1,1,2, ,2, ,2, ,2, ,1,20,2, ,2, ,1112,"244,503856837778",110250002006,11025000200608106,110250002006081061,202602,11,Urbana,5 o más cuartos,1 dormitorio
1,110250,2006,81,9,1,1,1,2,2,2,2,1,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,1,160,2,2,2,2, ,2, , , , , , , , , , , , , ,1112,"244,503856837778",110250002006,11025000200608109,110250002006081091,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110350,405,81,2,1,1,1,3,3,4,3,3,3,4,2,0,1,1,1, , ,1, , ,1,1,1,2,1,50,2,2,1,1,1,2, ,2, ,2, ,2, ,1,20,2, ,2, ,1111,"214,673572143016",110350000405,11035000040508102,110350000405081021,202602,11,Urbana,3-4 cuartos,3 dormitorios
1,110350,405,81,4,1,3,2,3,1,4,1,1,1,1,1,0,1,1,1, , ,1, , ,1,1,1,2,1,70,2,2,2,2, ,2, , , , , , , , , , , , , ,1111,"214,673572143016",110350000405,11035000040508104,110350000405081041,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110350,405,81,5,1,1,1,4,3,4,3,1,3,2,2,0,1,1,1, , ,1, , ,2,1,1,2,1,20,2,2,1,2, ,2, , , , , , , , , , , , , ,1111,"214,673572143016",110350000405,11035000040508105,110350000405081051,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110350,405,81,6,1,1,3,4,1,4,2,3,1,3,2,0,1,1,1, , ,1, , ,2,2,1,2,4,250, , , ,2, ,2, , , , , , , , , , , , , ,1111,"214,673572143016",110350000405,11035000040508106,110350000405081061,202602,11,Urbana,3-4 cuartos,3 dormitorios
1,110350,405,81,7,1,1,2,1,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,5,120, , , ,2, ,2, , , , , , , , , , , , , ,1111,"214,673572143016",110350000405,11035000040508107,110350000405081071,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110350,405,81,10,1,3,2,3,2,4,2,1,2,1,1,0,1,1,1, , ,1, , ,1,1,1,2,1,80,1,1,2,2, ,2, , , , , , , , , , , , , ,1111,"214,673572143016",110350000405,11035000040508110,110350000405081101,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110350,2706,63,1,1,1,1,1,1,2,3,1,3,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1111,"437,575757086712",110350002706,11035000270606301,110350002706063011,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110350,2706,63,3,1,1,2,1,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,1,160,2,2,2,1,1,2, ,2, ,2, ,2, ,1,60,2, ,2, ,1111,"437,575757086712",110350002706,11035000270606303,110350002706063031,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110350,2706,63,4,1,3,4,3,2,5,1,1,2,2,2,0,1,1,1, , ,1, , ,1,1,1,2,1,150,2,2,2,2, ,2, , , , , , , , , , , , , ,1111,"437,575757086712",110350002706,11035000270606304,110350002706063041,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110350,2706,63,5,1,1,1,1,1,2,2,1,1,4,3,1,1,1,1, , ,1, , ,1,1,1,2,4,250, , , ,1,1,2, ,2, ,2, ,2, ,1,80,2, ,2, ,1111,"437,575757086712",110350002706,11035000270606305,110350002706063051,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110350,2706,63,6,1,1,3,3,2,4,2,1,2,3,2,0,1,1,1, , ,1, , ,1,2,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1111,"437,575757086712",110350002706,11035000270606306,110350002706063061,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110350,2706,63,7,1,1,1,1,1,2,1,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,120, , , ,2, ,2, , , , , , , , , , , , , ,1111,"437,575757086712",110350002706,11035000270606307,110350002706063071,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110350,2706,63,10,1,1,2,1,3,1,3,1,2,2,2,0,1,1,1, , ,1, , ,1,1,1,2,5,300, , , ,2, ,2, , , , , , , , , , , , , ,1111,"437,575757086712",110350002706,11035000270606310,110350002706063101,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110350,3003,75,1,1,1,3,4,3,4,3,3,3,2,2,0,1,1,1, , ,1, , ,1,2,1,2,1,60,2,2,2,2, ,2, , , , , , , , , , , , , ,1112,"446,713126103761",110350003003,11035000300307501,110350003003075011,202602,11,Urbana,1-2 cuartos,3 dormitorios
1,110350,3003,75,2,1,1,2,1,1,2,2,1,2,2,1,0,1,1,1, , ,1, , ,1,1,1,2,4,200, , , ,1,1,2, ,2, ,2, ,1,50,2, ,2, ,2, ,1112,"446,713126103761",110350003003,11035000300307502,110350003003075021,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110350,3003,75,3,1,3,2,3,2,4,2,1,2,1,1,0,1,1,1, , ,1, , ,1,1,1,2,1,80,1,1,2,2, ,2, , , , , , , , , , , , , ,1112,"446,713126103761",110350003003,11035000300307503,110350003003075031,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,110350,3003,75,5,1,3,1,3,1,4,1,1,1,5,3,0,1,1,1, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1112,"446,713126103761",110350003003,11035000300307505,110350003003075051,202602,11,Urbana,5 o más cuartos,1 dormitorio
1,110350,3003,75,6,1,1,1,1,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,200, , , ,1,1,2, ,2, ,2, ,1,60,2, ,2, ,2, ,1112,"446,713126103761",110350003003,11035000300307506,110350003003075061,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,110350,3003,75,7,1,3,2,1,1,2,2,1,2,5,3,0,1,1,1, , ,1, , ,1,1,1,2,1,150,1,1,1,2, ,2, , , , , , , , , , , , , ,1112,"446,713126103761",110350003003,11035000300307507,110350003003075071,202602,11,Urbana,5 o más cuartos,1 dormitorio
1,110350,3003,75,8,1,1,2,4,2,4,2,3,3,4,3,1,1,1,1, , ,1, , ,1,1,1,2,1,80,2,2,2,2, ,2, , , , , , , , , , , , , ,1112,"446,713126103761",110350003003,11035000300307508,110350003003075081,202602,11,Urbana,3-4 cuartos,3 dormitorios
2,110353,202,75,1,1,1,2,1,1,2,1,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,5,200, , , ,2, ,2, , , , , , , , , , , , , ,1123,"257,126940916801",110353000202,11035300020207501,110353000202075011,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110353,202,75,2,1,3,1,3,2,2,1,1,1,2,1,0,1,1,1, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1123,"257,126940916801",110353000202,11035300020207502,110353000202075021,202602,11,Rural,1-2 cuartos,1 dormitorio
2,110353,202,75,3,1,3,2,1,1,2,1,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,1,80,2,2,2,2, ,2, , , , , , , , , , , , , ,1123,"257,126940916801",110353000202,11035300020207503,110353000202075031,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110353,202,75,4,1,1,1,3,2,4,2,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,5,120, , , ,2, ,2, , , , , , , , , , , , , ,1123,"257,126940916801",110353000202,11035300020207504,110353000202075041,202602,11,Rural,3-4 cuartos,1 dormitorio
